	WER_MEAN	CORTEX_MEAN	pet111_MEAN	scr5_MEAN	wol_MEAN
264372_at	7.134656611	13.54367274	11.25671905	7.765362138	5.575985527
264373_at	6.303940887	4.737192673	9.322986576	4.626022889	2.956588183
264374_at	3.115236422	4.114217551	4.029023547	2.232683806	2.253551352
264375_at	0.513964009	1.228961745	0.570200817	0.643639944	0.636217013
264376_at	2.971803739	6.343017725	3.704476568	2.992121054	2.602211283
264377_at	2.887314272	1.561563271	1.033786466	2.192444394	3.31307499
264378_at	1.576656687	0.948376002	0.651834825	0.758579422	0.878609012
264379_at	0.58664026	0.920579963	0.608964105	0.724406387	0.630410553
264380_at	1.24340726	1.675497768	0.984271768	0.991880518	1.117144259
264381_at	1.443323695	1.259285596	1.498196958	1.133782417	1.057780256
264382_at	10.74759819	7.71895098	15.80975716	5.858428524	3.096030707
264383_at	1.089916332	1.690719575	1.458052664	1.049108609	1.198506895
264384_at	2.098410594	2.378866264	3.630016795	1.621981952	1.532532668
264385_at	0.845746129	0.657437344	0.934821113	1.027220484	1.15783024
264386_at	11.2418173	16.52200506	10.74469032	11.02333555	7.047288286
264387_at	0.414472977	0.508786032	0.421371858	0.455281318	0.468545615
264388_at	0.409235153	0.390293727	0.470223189	0.548338491	0.525517612
264389_at	1.109165351	2.700612251	8.221174401	1.893832609	1.404867595
264390_at	0.857737735	0.954531808	1.265841601	0.608432074	0.654508791
264391_at	0.461252953	0.485457956	0.490249594	0.597006801	0.601733907
264392_at	0.580526004	0.574305835	0.520702605	0.612631778	0.639170854
264393_at	0.878706858	0.719930364	0.823965549	1.729148599	0.781172116
264394_at	4.076391755	5.973880575	1.868351834	4.023303302	2.604282073
264395_at	0.643429285	0.433265648	0.5785504	0.471733383	0.515520188
264396_at	1.371581173	2.62750121	2.973971127	1.864130966	1.237693964
264397_at	1.625203663	1.786547257	1.134208421	1.40012406	1.156604828
264398_at	4.39722754	4.031884056	5.120616192	2.54508184	3.124659361
264399_at	4.839629935	4.418380934	3.973365508	3.327445981	2.313298497
264400_at	0.45685616	0.478366372	0.488155153	0.699393567	0.583474094
264401_at	0.621191667	0.557724066	0.607665528	0.708877029	0.709996945
264402_at	1.044475549	1.952748781	3.124082385	5.088952017	1.237675027
264403_at	0.361348363	1.208928375	0.379508136	0.532018443	0.600263238
264404_at	0.866526776	16.78558085	0.697237778	7.751472184	1.995277755
264405_at	0.679248802	0.689058145	0.702463414	0.70600524	0.731852228
264406_at	3.95017473	3.45097819	3.255953517	2.706978234	2.272292294
264407_at	1.471717464	1.863589137	2.45952085	1.638359256	1.563283124
264408_at	0.903837945	0.994717877	1.069218232	1.038411229	0.942881592
264409_s_at	0.382863356	0.383243604	0.382498954	0.446236395	0.457843927
264410_s_at	0.456282913	0.465185017	0.46989092	0.576618538	0.666417997
264411_at	0.398144172	0.430173754	0.506193572	0.489652233	0.591744893
264412_at	0.370700007	0.364682027	0.392338025	0.444862175	0.492481742
264413_s_at	0.760608363	1.070681474	0.937647632	1.098918254	0.997889173
264414_s_at	0.476448332	0.459415368	0.488480557	0.562320741	0.629518124
264415_at	1.09531892	12.19777861	5.352345992	7.552432546	4.529662323
264416_at	0.703333572	0.624641137	0.51904687	0.653719935	0.617452955
264417_at	0.58085951	0.589542295	0.551008712	0.757800327	0.807627341
264418_at	3.813435404	3.130581842	2.575661408	2.48635511	2.60609409
264419_s_at	10.98634101	11.07015184	4.229052865	6.26967145	3.773312999
264420_at	0.439909969	0.480779504	0.476249172	0.574189933	0.591578024
264421_at	45.65673208	23.00708803	29.58465794	18.32183809	38.1860532
264422_at	3.595948167	4.437279773	13.25919759	2.702166611	1.862201023
264423_at	1.321488176	1.464938133	1.786019495	1.591794832	0.891104287
264424_at	1.232128921	7.565789672	0.820469106	2.738054087	1.469614919
264425_at	0.367692427	0.425076563	0.41548335	0.467196833	0.49429125
264426_at	0.408277955	0.410136418	0.43891987	0.480359725	0.693704951
264427_at	12.5530343	9.677699806	7.308745277	5.025073225	3.642835503
264428_at	19.62472288	14.45542458	11.40343674	10.14485625	8.324545649
264429_at	1.578029529	1.718127509	1.518727058	1.382176128	1.072949004
264430_at	0.442682268	0.419434447	0.467949031	0.538411947	0.577206893
264431_at	0.490454532	0.395765533	0.49892431	0.606116601	0.61115544
264432_at	0.430511981	0.396694097	0.402639939	0.514564183	0.502067657
264433_at	0.485016748	0.698675442	0.422311389	0.645992247	0.54327579
264434_at	0.557335544	1.257822075	0.682852149	0.773980661	0.685451289
264435_at	0.458484761	0.938737159	0.507110167	1.250421709	0.672904218
264436_at	0.622955362	1.824084103	1.425860131	2.518689462	1.580943581
264437_at	1.013226959	1.021988902	1.170829545	1.052923379	0.955159646
264438_at	24.92298927	6.476937604	12.16301911	11.1619681	14.53821866
264439_at	15.05785088	14.19084577	7.851625352	12.30940834	10.17242272
264440_at	2.562040808	3.207563971	3.705706713	2.590711935	1.744491586
264441_at	9.27052696	4.131298351	3.116477601	4.535872814	4.102668915
264442_at	0.426196302	0.475352224	0.419007151	0.483231429	0.552289008
264443_at	1.178963186	1.465203675	2.46665323	1.323176144	1.173092007
264444_at	0.602880925	0.756134066	1.164179425	0.878483537	0.76302028
264445_at	2.973050763	6.504334886	4.920559506	7.394239574	2.936025877
264446_at	11.57705455	2.726900589	1.641141117	5.142554693	6.003765115
264447_at	2.816972898	1.881850075	2.37716568	2.962838853	1.869178846
264448_at	0.729113878	1.082846653	1.021003356	1.503142095	1.071385757
264449_at	0.779507076	2.569806144	0.833267512	1.127631202	1.092468696
264450_s_at	0.670999559	0.348331261	0.705610069	0.469020634	0.562704697
264451_s_at	0.374435419	0.396255791	0.426617551	0.520201435	0.52375279
264452_at	1.37615427	0.546974723	1.16678502	0.787081035	1.122424912
264453_at	0.608696008	0.421400321	0.503189227	0.525132932	0.564692535
264454_at	0.479532051	0.463555713	0.635575424	0.589488532	0.523384213
264455_at	0.81759097	0.909566693	0.818447214	0.982964145	0.82324994
264456_at	1.545755312	1.178952361	1.584809827	1.194481185	1.154112248
264457_at	0.950342621	1.461075833	0.817735266	0.642887036	0.639964967
264458_at	1.509077579	2.035471059	3.836038988	1.39048095	1.246183094
264459_at	1.037388138	1.04735438	0.892992558	0.851902406	0.897080528
264460_at	2.195452971	2.024581184	6.029765072	4.809775098	2.290494451
264461_s_at	0.342286925	0.343796005	0.366245914	0.438306751	0.480273013
264462_at	2.507989874	3.227773899	0.73431767	5.752843255	3.947979753
264463_at	1.44930934	6.283513928	2.057473029	1.848558866	1.536779201
264464_at	1.591796382	2.025066007	1.886857153	1.823946954	1.350744541
264465_at	1.132736521	0.636310696	1.533441889	1.596530927	1.170426627
264466_at	0.542744952	0.718565514	0.588975837	0.777881302	1.352654729
264467_at	0.85872032	6.346385081	0.924057953	4.057614264	4.742550384
264468_at	1.732837758	1.429698002	1.927951318	1.70521344	1.496175651
264469_at	0.571356053	0.572522995	0.58898004	0.742333365	0.723879933
264470_at	0.45804262	0.481969884	0.462848148	0.615012913	0.645239392
264471_at	1.217078154	0.702200395	1.106539492	0.817050659	1.159941816
264472_at	1.417534489	0.888994787	1.322405025	0.995697237	1.0507614
264473_at	0.679559371	0.542701322	0.585013366	0.75657102	0.877392876
264474_s_at	0.402729063	2.800475352	0.392947716	0.659451449	0.537629165
264475_s_at	0.944218781	1.473204136	2.403466225	1.082450675	0.854862158
264476_at	2.985096894	3.938321553	0.902257087	1.312496448	1.117648736
264477_at	0.407050763	0.360453339	0.393941629	0.458549194	0.499709598
264478_at	0.411100424	0.3841904	0.419790131	0.481029952	0.56325047
264479_at	0.766564521	0.511344067	0.557360725	0.546684663	0.588340551
264480_at	0.980183263	0.74783207	0.654945186	0.930985765	0.905149313
264481_at	2.087299323	0.542568237	2.235619554	0.612364392	0.843996898
264482_at	0.647047651	0.651573554	0.582619444	0.882744578	0.858551459
264483_at	0.557053468	0.452363328	0.663328197	0.528400056	0.603132904
264484_at	2.870313091	5.588584009	3.111807679	2.639074635	1.787282897
264485_at	1.070719322	0.962171151	1.942036794	1.259405151	0.99006549
264486_at	4.445932559	4.6316382	7.154827989	4.187518617	3.18800833
264487_at	1.497282907	1.568590672	1.592814596	1.278682657	1.165352341
264488_s_at	13.12728627	8.016903991	10.74846572	9.10976548	6.924087657
264489_at	0.563213088	0.758940269	0.821694632	0.864351164	0.846283759
264490_at	5.806620637	1.543116994	2.687048926	2.641897535	2.461495495
264491_at	0.699706973	0.576618689	0.786444229	0.747001134	0.728926007
264492_at	0.962695189	1.260950542	1.734856332	1.062775846	0.834516455
264493_at	0.814072297	0.73750045	0.986879185	0.727196775	0.878500729
264494_at	0.438049923	0.410441957	0.587857252	0.512602751	0.592260904
264495_at	0.370896891	0.34557921	0.463452674	0.935338519	0.837757916
264496_at	0.481332766	0.499543435	0.481578751	0.605927671	0.678603407
264497_at	0.45652461	0.617219744	0.544958629	0.591218429	0.857762387
264498_at	1.313246638	1.918454267	1.192593673	1.273445547	1.039553916
264499_at	0.38951326	0.457202294	0.442083217	0.550560509	0.598828812
264500_at	0.377557776	0.354541328	0.37255473	0.425209387	0.461773535
264501_at	1.033655283	2.038773298	0.614260422	0.77415554	0.76922526
264502_at	0.527431407	0.488684435	0.494323452	0.633661627	0.660518087
264503_at	0.465403514	0.448628398	0.472329962	0.538434903	0.579576049
264504_at	3.610437435	5.797649114	1.290423417	4.574632462	2.005161542
264505_at	0.618508671	0.713904454	0.621367081	0.877406553	0.823688242
264506_at	17.22002111	14.01908784	9.743670159	14.89160726	7.946601565
264507_at	0.388902369	0.375223651	0.374635656	0.453362418	0.46238814
264508_at	2.084786142	6.605231684	12.74245316	2.709100585	1.701793336
264509_at	1.643952364	1.105697973	1.722557714	1.325933624	1.351551426
264510_at	0.687228081	0.758650178	2.358674001	1.022871288	0.903934148
264511_at	0.601976933	0.722025296	0.655728056	0.860168982	0.874536792
264512_at	0.896438279	1.187924768	1.553226814	0.919268556	0.912488365
264513_at	0.788612377	0.663279303	0.786864896	0.899138077	0.752476902
264514_at	0.403602546	0.392176234	0.409784127	0.763513014	0.533804543
264515_at	0.997879904	2.839742698	1.093291099	1.760962614	1.107548098
264516_at	0.771592959	0.886877171	0.846493463	1.364544753	1.115028529
264517_at	1.488299038	4.017556345	0.590349916	1.637626167	1.463999989
264518_at	0.502518029	0.334278316	0.354798069	0.464784949	0.497340814
264519_at	0.562053802	0.636698979	0.602993263	0.737379544	0.682085985
264520_at	0.589066363	0.653638403	0.629596296	0.780245091	0.733452024
264521_at	1.531636211	0.94184416	0.978842062	0.807207387	0.947003118
264522_at	1.602482657	1.25742239	1.972513403	1.887061306	0.990244616
264523_at	9.174318859	9.432784474	1.088605084	5.445795826	3.49525102
264524_at	0.589972701	0.63971245	0.650335889	0.71654205	0.727542185
264525_at	0.592608285	0.565942802	0.501279505	0.762572865	0.76859535
264526_at	3.872425351	4.060151311	3.096718188	2.045478431	1.415053145
264527_at	0.364529909	0.392052964	0.39486514	0.462137878	0.740459929
264528_at	0.803083853	0.895134111	0.987477801	1.169904588	0.664967007
264529_at	2.8351474	3.70867962	2.223686589	1.504740478	1.523752363
264530_at	0.465916141	0.505652963	0.51645394	0.590357563	0.592679336
264531_at	0.499966655	0.562090695	0.533197903	0.678932495	0.64674644
264532_at	0.45708494	0.548114666	0.54610994	0.636338724	1.315186959
264533_s_at	2.552653906	3.301408943	1.676549172	1.847396682	1.088578258
264534_at	0.769360114	0.645788217	0.622940598	0.702392001	0.784041207
264535_at	1.738156057	0.97879109	1.487910429	0.919295711	1.000634285
264536_at	0.935559538	0.824635232	0.999490847	0.961603158	1.061242098
264537_at	0.362649243	0.360929766	0.557593918	0.436365774	0.515255148
264538_at	0.519011685	0.519774807	0.560804797	0.849988027	0.814474052
264539_at	0.871411162	1.061460762	1.176062179	0.987391392	0.69778036
264540_at	0.878538045	0.943500265	0.785613067	0.973277648	0.964336862
264541_at	0.502320034	0.673272464	0.554567783	0.830892917	0.781246659
264542_at	0.93974143	1.15561537	1.194559389	1.189875954	0.905327975
264543_at	0.5132373	0.500494726	0.482128191	0.608972755	0.65664647
264544_s_at	0.45430814	0.494206796	0.508304392	0.57988454	0.57011234
264545_at	0.48599797	0.888023106	0.476369608	0.966524782	0.59428371
264546_at	2.212625675	1.576702018	1.042416884	1.976646202	1.619729806
264547_at	1.965864001	2.074221364	1.848039051	1.598059908	1.170911571
264548_at	1.58240441	2.034096927	4.155605301	1.7025262	1.244474471
264549_at	0.37811478	0.438644585	0.453605664	0.502463608	0.546064842
264550_at	0.750590488	0.563587315	0.618499332	0.655752249	0.795537706
264551_at	0.499641222	0.651823374	0.781816475	0.720570883	1.04028436
264552_at	0.634606342	0.464776958	0.476510612	0.640530129	0.698811007
264553_s_at	0.558140758	0.600352312	0.597576221	0.680213021	0.625294577
264554_at	0.449935109	0.531405068	0.490580688	0.5953328	0.613957639
264555_at	0.505607596	0.605003125	0.597603694	0.733493017	0.730302352
264556_at	2.074506818	1.769474414	0.944417479	1.278520237	1.910071707
264557_at	0.640307936	0.849706522	0.664763134	0.823587553	0.793801302
264558_at	0.735821476	0.626096435	0.748353345	0.721890248	0.713486739
264559_at	0.427044383	0.401245849	0.455866293	0.515248914	0.538197899
264560_at	1.038398997	0.630948003	1.179856095	0.875266915	0.831251042
264561_at	2.109222325	2.107452277	2.0871452	1.349264777	1.221163973
264562_at	0.442179882	0.465238497	1.098458253	0.592061706	0.961092572
264563_s_at	0.835045075	0.735054514	0.594395909	0.567802793	0.600465339
264564_at	0.381412984	0.372937827	0.417810649	0.489504916	0.488807431
264565_at	3.252660274	0.73242211	11.40828999	0.840235192	0.895313763
264566_at	1.65678383	0.780386065	1.015070326	1.131054722	1.083510141
264567_s_at	2.466508717	1.189748877	1.087416097	1.174384093	2.491160842
264568_at	1.401645863	1.907996866	0.949452486	1.174042675	1.187247766
264569_at	0.39875743	0.452566795	0.423041973	0.476223319	0.516169087
264570_at	3.470797358	3.114881265	2.218617566	1.647557168	1.773147624
264571_at	0.464699568	0.501243363	0.485335394	0.591568248	0.608637012
264572_at	3.041907659	1.072920365	1.05248926	0.865843293	1.040898543
264573_at	0.453019478	0.462038867	0.49956734	0.581392463	0.604347414
264574_at	0.981673137	1.436617065	1.534241366	0.695045085	0.740930139
264575_at	1.037606244	0.741730061	0.52064241	0.660620583	0.753718398
264576_at	3.030370735	3.368933389	2.549488627	2.098670552	1.758338
264577_at	0.560940486	2.659928981	1.31727022	35.22597476	12.18640443
264578_at	0.602043004	0.562896363	0.576529548	0.73517701	0.784009715
264579_at	8.182616807	5.280610052	3.505370268	3.962251852	4.095673421
264580_at	0.680737642	3.772303838	0.67303823	2.021651397	3.780973385
264581_at	8.743207733	6.184421086	1.848977517	4.354782584	3.40860592
264582_at	0.668554074	0.652460425	0.890601853	0.831415901	0.813910573
264583_at	2.670846954	1.9694409	2.029810525	1.667602376	1.366672556
264584_at	0.551778392	1.032303971	0.682335431	1.114233406	0.71036986
264585_at	3.349267316	4.379756493	6.359845989	3.342829665	2.302884952
264586_at	1.356232695	1.305652343	1.48344591	0.842669809	1.123716673
264587_at	0.526473345	0.668623471	2.762493445	0.728811133	0.976912609
264588_at	0.821888183	0.994609712	1.26771248	0.896128418	0.764926643
264589_at	0.572726042	0.579337028	0.577964264	0.689040362	0.698989007
264590_at	0.583135318	2.606881091	0.724015269	0.829500398	1.151865135
264591_at	1.827459346	0.88514378	1.337449237	0.955468924	1.235441894
264592_at	15.58391098	14.98669628	3.295448628	10.15360001	4.647879854
264593_at	3.0045416	2.499249678	2.315533047	1.634809078	1.819544601
264594_at	0.496476984	0.828669871	0.680671071	0.746093162	0.750153225
264595_at	10.12820515	13.56350257	13.74346634	10.29697345	7.593043703
264596_at	0.382527379	0.379697998	0.381494241	0.475100297	0.52277325
264597_at	0.576825459	0.662965462	0.574866233	0.671845029	0.672927314
264598_at	3.241614702	1.203603205	25.79468447	1.198808966	2.008854753
264599_at	0.523070079	0.474921867	0.830132618	0.60182892	0.613712799
264600_at	0.831708115	0.772428565	0.910930693	0.874427253	0.799602638
264601_at	0.570960585	0.586563443	0.583517271	0.724254975	0.76178615
264602_at	0.716777747	0.471159149	3.370836736	0.599963586	0.761062521
264603_at	0.404318331	0.401015891	0.495247171	0.458135588	0.489215921
264604_at	0.523123181	0.474438243	0.532554248	0.634173447	0.63713661
264605_at	0.392053297	0.461778536	0.411044007	0.541469196	0.873337877
264606_at	0.679298392	0.751630585	0.925040457	1.067255315	0.800146687
264607_at	14.24180869	11.09311511	7.749761092	8.401019388	6.944731347
264608_at	1.489712985	1.097144981	1.454024955	1.08420739	0.984965514
264609_at	1.584312972	2.536389212	1.55381947	1.327300757	1.003905712
264610_at	0.419730312	0.455984537	0.437455326	0.530403636	0.553696388
264611_at	8.761598012	6.534658557	4.105875714	2.034102007	3.630107248
264612_at	0.50556628	0.510295654	0.54577689	0.598054861	0.746752045
264613_at	1.138746747	0.859536585	0.538005566	0.853577345	0.931559373
264614_s_at	0.553956314	0.605320059	0.636093873	0.787150171	0.722740231
264615_at	2.747493367	1.259233644	2.859777674	1.416130378	1.589890941
264616_at	0.537508018	0.555219553	0.473146882	0.62786168	0.675065686
264617_at	0.400599509	0.987166366	0.450346002	0.587214452	0.630838592
264618_at	0.448318096	0.546914551	0.408510696	0.475138744	0.492151121
264619_at	1.522564015	3.011101352	3.619581864	2.149681314	1.499007896
264620_at	0.456923741	0.479247119	0.484229089	0.542429203	0.552733201
264621_at	1.138365485	1.079660059	1.750606039	0.807511739	1.085358842
264622_at	2.664653524	3.961943936	3.10787624	2.188762262	2.131593559
264623_at	0.678018041	0.55106673	0.580123063	0.709481521	0.855552266
264624_at	2.897577804	17.63157071	5.615557091	6.546283463	1.959430601
264625_at	2.670383969	1.980545075	1.046816108	1.355405247	1.207341529
264626_at	0.894197995	0.674586835	11.85318205	0.858411292	0.857349931
264627_at	1.418367771	1.459036638	1.014782557	1.183852306	0.940522835
264628_at	1.42453824	1.869064838	1.275086276	0.875161998	0.892231597
264629_at	1.30288598	0.93749508	0.805341861	1.00010501	1.015726463
264630_at	1.066153793	0.808029705	0.852937944	0.924609304	0.974453147
264631_at	0.362667853	0.391865442	0.411217516	0.482112177	0.472847464
264632_at	0.403004381	0.421632276	0.437754916	0.435963814	0.478248484
264633_at	1.419266963	1.3397848	2.234971601	1.4906192	1.051793938
264634_at	0.355427776	0.362650731	0.408117464	0.441710228	0.489770214
264635_at	0.582974097	0.549211238	0.532271093	0.768325302	0.765689314
264636_at	0.434029586	0.437856462	0.421059143	0.527499873	0.632593907
264637_at	0.882855546	1.025613111	1.161255102	0.994355661	0.874793779
264638_at	0.447393846	0.445082891	0.461092428	0.575470067	0.616928588
264639_at	2.980815423	2.070298329	2.369912402	1.66628809	1.689398513
264640_at	0.52735284	0.531344627	0.549063878	0.662887369	0.797572978
264641_at	3.261729859	2.20234371	5.630260586	2.640485303	1.970423627
264642_at	0.37855413	0.365515398	0.436771115	0.449267063	0.475912124
264643_at	1.221654525	0.768195364	0.499720244	0.555742546	0.728143742
264644_at	1.899063439	1.524374743	2.529458117	1.490220277	1.418583841
264645_at	1.106971269	4.273250011	2.551311547	3.121075172	0.830921528
264646_at	0.605307915	0.715753596	3.438320618	1.093789056	0.767373501
264647_at	0.357343222	3.831000688	0.446045783	11.07166843	1.874200705
264648_at	0.375713204	0.600423989	0.37713593	0.652811756	0.534149711
264649_at	1.275140735	1.820648755	4.101315417	1.701384995	1.140595507
264650_at	3.361443273	2.145862717	2.80123839	3.00819302	2.861464213
264651_at	4.761479488	3.264902884	5.072262157	5.762757724	2.874286504
264652_at	1.381138834	6.344764249	2.729562835	9.661039322	5.396108611
264653_at	0.695209253	0.981604905	0.830578568	0.853465242	0.824256537
264654_s_at	1.07972274	1.27261617	0.658762093	1.295586493	0.781483394
264655_at	8.622305095	16.88754892	44.53426326	25.34399323	16.52819459
264656_at	1.652531035	2.483913667	2.372174445	1.563216087	1.226963433
264657_at	2.515441334	3.177937875	3.260518137	2.030563586	1.704041802
264658_at	0.847690942	1.024535371	1.886175815	1.043448256	0.957846732
264659_at	0.61863307	0.955547497	0.653599355	0.80448917	0.812259738
264660_at	1.352536457	2.584809784	2.885826497	2.488586715	2.211854409
264661_at	0.547748993	0.928386593	1.046040047	1.026173162	1.43363414
264662_at	0.623203242	0.575117716	1.031327255	0.985125849	1.206161588
264663_at	1.57201475	10.4346641	3.011655291	7.024647156	3.491496737
264664_at	2.327184188	1.792779285	1.067901979	1.185915948	1.082282925
264665_at	2.495491875	1.163175881	0.760692113	1.171212742	1.093740843
264666_at	0.672679848	0.764950644	0.594224236	0.719833709	0.703164782
264667_s_at	2.160146166	4.076154219	1.908987513	2.929275948	1.754746213
264668_at	23.73429827	24.32384499	16.27951776	14.24569152	11.38295959
264669_at	5.455279293	6.215621139	4.122793172	3.183409664	2.128422658
264670_s_at	26.90288212	16.80810215	18.56571665	17.91261979	20.5029165
264671_at	1.999951417	3.514551395	3.067616453	2.340324956	1.697214318
264672_at	0.574883879	12.32294682	0.57449664	1.771251064	0.807100609
264673_at	0.67537086	0.498422554	0.683460136	0.594350036	0.675988821
264674_at	3.461179545	2.127423198	3.292011872	3.799410912	2.64796044
264675_at	1.704080196	1.11305548	1.353866878	1.268529334	1.373729039
264676_at	3.081213675	2.151125023	2.233635834	2.96347208	1.839397507
264677_at	0.444892617	0.386779333	0.588140745	0.463455376	0.545619167
264678_at	3.46237789	1.434116751	1.921435975	1.633994795	2.254222636
264679_s_at	28.58621821	9.865406162	10.79934876	13.05059047	17.94467325
264680_at	1.029175695	1.314889834	0.681168842	0.725642778	0.796336557
264681_s_at	0.331344927	0.298101792	0.394174074	0.391872319	0.451960551
264682_at	1.376292449	0.638490869	14.73492771	0.728178678	1.227049918
264683_at	2.340387853	2.899175677	3.921020003	2.249499825	1.791048346
264684_at	0.995968866	0.480558897	0.775030423	0.808425694	0.820119493
264685_at	3.56125957	1.192477623	1.164842474	1.059826939	1.401507891
264686_at	1.615040956	2.022248857	1.590802087	1.470054575	1.430855099
264687_at	4.88042498	8.533664909	3.228605317	4.351981208	1.841610153
264688_at	0.589294009	0.60373458	0.714835228	1.114654681	0.87746606
264689_at	1.078426848	0.577165095	0.652526645	0.767735941	0.967298717
264690_at	1.091376388	1.083377524	1.116339884	0.907252165	1.171458785
264691_s_at	0.364459145	0.391025806	0.381382378	0.473671622	0.522689791
264692_at	2.408046623	1.940795909	2.129152656	1.075687695	1.2760178
264693_at	0.505445751	0.510935782	0.538240019	0.668935522	0.787597159
264694_at	0.475108299	0.549397042	0.463467325	0.556483673	0.587650777
264695_at	0.669557261	0.714086759	0.608991892	0.769218105	0.726735676
264696_at	1.612656883	2.898688257	0.541663048	1.163303086	0.874833186
264697_at	0.49870614	0.518825207	0.501317382	0.612460901	0.710999005
264698_at	0.505840426	0.527869981	0.51656263	0.551066221	0.622598365
264699_at	1.540685187	1.232673254	1.037313586	1.585535216	1.167809755
264700_at	0.660336797	1.139613255	1.362921859	0.766295876	0.667689683
264701_at	2.586587426	4.730682417	2.727686252	3.014092265	1.792770411
264702_at	3.303000765	0.758469734	0.769092164	0.983911909	1.607296125
264703_at	3.247350836	4.301354116	3.369009912	2.869696135	1.796985334
264704_at	1.04646111	2.195013242	1.194029346	1.059710993	0.816825038
264705_at	4.007440384	2.091761324	3.211306519	1.951908436	2.477473219
264706_at	0.395910317	0.353239572	0.405387225	0.449014495	0.473105717
264707_at	1.820314908	1.717495831	1.862076608	1.525361307	1.334701763
264708_at	1.559665211	2.724433577	1.625655	1.830746393	1.441203761
264709_at	2.922835034	2.638632944	3.151598063	1.666548113	1.754163005
264710_at	0.656748621	0.77361803	0.714696709	0.876126182	0.782564125
264711_at	1.199763932	0.81040934	0.990677651	1.096829847	1.124049444
264712_at	0.815570436	0.562433065	0.787181249	0.747134276	0.755726567
264713_at	0.741570697	0.757425399	0.697694052	0.595913312	0.700869031
264714_at	0.490029796	0.467292898	0.947048289	0.54573111	0.584267398
264715_at	1.294524143	0.99649887	1.219888124	1.286501466	1.133588166
264716_at	0.552041839	1.550727939	0.597578258	1.500801114	0.978734329
264717_at	0.716057827	0.948826387	5.435100611	2.924183095	1.396393211
264718_at	0.423867762	0.793934536	2.197593243	0.970362283	1.415290498
264719_at	0.464182871	0.510565757	0.477865877	0.626688296	0.595969171
264720_at	0.630372188	0.496824599	0.570901551	1.0893363	0.678415154
264721_at	0.565769502	0.618784509	0.588376535	0.815669629	0.958314429
264722_at	1.528956496	0.808870572	0.961217835	0.933200619	1.120528499
264723_at	0.990917629	0.703917816	0.654197642	0.782430824	0.668180995
264724_at	3.298424017	2.434613162	3.427257984	2.760937631	2.518890405
264725_at	0.514350586	0.535210735	0.537681553	0.744283016	0.96195621
264726_at	0.715113387	2.38179083	3.832414623	3.588938326	1.332337913
264727_at	28.09663987	20.47955068	17.82523454	24.26930541	21.10281077
264728_at	1.347187421	1.726473958	1.768144096	1.342350221	1.236226345
264729_at	0.479673045	0.562703044	0.55648812	0.675771225	0.684397387
264730_at	0.903017238	0.704561474	0.70502955	0.723450663	0.849281655
264731_at	1.755461455	0.893922567	1.048939586	0.962543452	1.33769562
264732_at	0.326581424	0.325862842	0.331784023	0.359039419	0.422338884
264733_at	0.398199787	0.450871	0.442612009	0.506397787	0.533163661
264734_at	0.530303815	0.601825405	0.58295361	0.702697802	0.699774153
264735_s_at	0.525547231	0.494297665	0.531347128	0.634378185	0.624580111
264736_at	0.897362648	1.793895164	1.117415207	1.544474044	1.211050156
264737_at	0.516378587	0.506356879	0.499232692	0.654437465	0.665294298
264738_at	0.610596403	0.985471899	0.727847206	0.997286574	0.874706246
264739_at	0.439319335	0.406599244	0.40795458	0.51281316	0.529174454
264740_at	0.413879725	0.45814129	0.432860441	0.541352744	0.564058369
264741_at	0.703735449	0.614608701	2.973501295	0.75898509	0.719910348
264742_at	0.609991624	0.559646394	0.804825398	0.744910272	0.782650088
264743_at	0.586623719	0.820652006	0.783014695	0.863395621	0.743508125
264744_at	0.782549699	0.696313103	1.061379754	0.801259602	0.999199907
264745_at	3.282577324	5.596090742	21.95082886	4.349512366	3.255124027
264746_at	5.931686122	7.209135297	17.73401412	5.340579547	2.825101302
264747_at	0.910284535	0.732634055	0.71400497	0.807546598	0.885981256
264748_at	0.703224511	0.657345671	1.308365788	0.745326721	0.780648751
264749_at	0.691247115	0.906547922	0.712886982	1.032486092	0.76294395
264750_at	0.855573474	1.12708834	1.314446201	1.302496952	0.874083556
264751_at	1.44502635	5.474537662	1.381838278	1.216424546	1.141363006
264752_at	0.466514878	1.206481545	0.514955415	0.649783719	0.774653383
264753_at	0.386703528	0.369646391	0.363597043	0.389757633	0.457980497
264754_at	0.525434438	0.513543441	0.525427464	0.593850987	0.574865908
264755_at	0.407286487	0.328103608	0.327115959	0.399926476	0.476169044
264756_at	0.979020987	1.882130781	2.329173912	1.820015748	0.848094557
264757_at	1.212809803	2.94323755	1.179866776	1.833399308	1.130326632
264758_at	1.615506612	3.010180464	9.050796061	5.378511328	4.167236374
264759_at	0.445962483	0.432355319	0.413548136	0.503187032	0.606148376
264760_at	0.744289189	0.882449716	0.773316079	0.892504089	0.94602608
264761_at	0.798407032	0.793793822	0.511043807	0.697936956	0.739654281
264762_at	0.362970592	0.430796016	0.375261748	0.411240805	0.414222472
264763_at	0.518706987	0.363151564	0.397125377	0.435940049	0.502676692
264764_at	0.332995438	0.325375245	0.350899653	0.384307324	0.425645671
264765_at	0.336226082	0.357653497	0.358663578	0.398537936	0.414798883
264766_at	0.461744691	0.445264058	0.434197425	0.490841074	0.550946443
264767_at	1.10589794	0.863478275	1.840423234	0.704382664	0.728625705
264768_at	0.379370582	0.385970251	0.420334087	0.432801341	0.505321305
